url,ad_id,title,price,location,breed,sex,age_detail,ready_to_leave,microchipped,vaccinated,kc_registered,health_checked,neutered,deflead,seller_name,posted,description
https://www.gumtree.com/p/dogs/kc-registered-labrador-pups-for-sale/1508459680,1508459680,Kc registered Labrador pups for sale,£600,"Dromara, County Down",Labrador Retriever,Mixed Litter,9 weeks,Now,Yes,Yes,Yes,Yes,No,Yes,Belinda,9 days ago,"Kc registered pups for Sale. Microchipped, health checked and first vaccinations. They are deflead and wormed to date .They are well socialised with other dogs and children. Great lines. And have fantastic temperament. And will make fantastic pets or great workers. Papers or further info can be sent on request. A small deposit secures."
https://www.gumtree.com/p/dogs/8-month-old-boy-lab/1508456668,1508456668,8 month old boy Lab,£300,"Diss, Norfolk",Labrador Retriever,Male,8 months,Now,Yes,Yes,No,Yes,No,Yes,Hannah,9 days ago,Selling due to not working within our household. Playful Good with children and other pets Eats like a horse Good recall Will come with food bag Lead/collar inc
https://www.gumtree.com/p/dogs/3-silver-1-black-white-puppies-for-sale-/1508451039,1508451039,1 silver 1 black white puppies for sale,"£1,400","Watford, Hertfordshire",Labrador Retriever,Female,6 weeks,in 2 weeks,Yes,No,No,No,No,Yes,Michael,9 days ago,"Mum is a black/white lab cross collie -Dad is full English chocolate lab... Our adorable puppies are looking for their forever homes! They are healthy, playful, and full of love. Raised in a caring home environment, they are well-socialized and used to everyday household noises. These puppies have sweet personalities and are great with kids and other pets. They will make loyal companions and bring so much joy to the right family. Serious, loving homes only. Will take a deposit of 165 pound after you have viewed to secure your puppy ..silver puppies are £1400....black/white is£900 .will be available to take home from 29th of January there be 8 weeks old"
https://www.gumtree.com/p/dogs/fox-red-lab-puppy/1508443937,1508443937,Fox red lab puppy,£600,"Hatfield, Hertfordshire",Labrador Retriever,Female,3 months,Now,Yes,Yes,No,Yes,No,Yes,Rachel,9 days ago,13 week old fox red Labrador female names scooby House trained Microchipped Had 1st vaccinations
https://www.gumtree.com/p/dogs/kc-registered-fox-red-labrador-puppies-/1508420772,1508420772,Kc registered fox red Labrador puppies 🐶,"£1,300","Middlewich, Cheshire",Labrador Retriever,Mixed Litter,9 weeks,Now,Yes,Yes,Yes,Yes,No,Yes,Marshall,10 days ago,"Our lovely Lady has had 10 beautiful pups. 4 girls 6 boys. Puppies were born on the 22/11/2025 Some pictures of puppies from last litter to show you the quality of her litter some of the best Labradors around Lady ( Kentwone Penelope) and Sire (badegenhall Paddington ) are both KC registered with a 5 generation enhanced pedigree and fully health cleared. Both Dam and sire have been health checked prior to mating and are up to date with their vaccinations. Both Dam and Sire are fine examples of this breed with fantastic Labrador instincts and perfect in temperament and build. Lady is a brilliant mum to the pups and no expenses has been speared on the rearing and raising of these pups , all pups are healthy and thriving - you are welcome to video call and see pups with mum , you can then place a deposit and secure your pup - Once your deposit has been paid you can make an appointment to visit your pup before collection date - we don’t allow random viewings for security and contamination purposes and this also protects your pup. Any questions or further information please don’t hesitate to contact me. Pups will leave with health inspection paperwork , (health checked ) microchipped ,wormed and flead. Pups will also receive a full puppy pack containing toys food bowls and a scented blanket with mum’s scent to help settle into there new home. We look forward to talking to you."
https://www.gumtree.com/p/dogs/kc-registered-fox-red-labrador-puppies-for-sale-/1508400571,1508400571,KC Registered Fox Red Labrador puppies for sale,"£1,500","Swadlincote, Derbyshire",Labrador Retriever,Mixed Litter,7 weeks,in 1 week,Yes,Yes,Yes,No,No,Yes,Karolina,3 days ago,"Only boys left now KC Registered Puppies Available – Ready 26th January 🐾 We have a lovely litter of puppies looking for their forever homes. 2 girls & 5 boys available. ✅ Ready to leave: 26th January (will not leave before 8 weeks) ✅ KC registered ✅ Microchipped ✅ Can be viewed with their mum (mum has a wonderful temperament) These pups are being raised in a family home and are already getting used to everyday household noises and handling. 💌 Message me with a little info about the home you can offer, and whether you’re looking for a boy or girl. Viewings welcome. • Deposit secures pup: £250 • Will leave with: blanket with mum’s scent / food starter pack / KC paperwork"
https://www.gumtree.com/p/dogs/pure-labrador-puppies-for-sale/1508311416,1508311416,Pure Labrador puppies for sale,"£1,200","Milford Haven, Pembrokeshire",Labrador Retriever,Mixed Litter,5 weeks,in 3 weeks,Yes,Yes,No,Yes,Yes,Yes,damian kurek,4 days ago,"•3 weeks old now •4brown •5 black •4 girls •5 boys Only 1 brown girl left and 2 black boys and 3 black girls left. The mother is Bella a black Labrador. We always strive, and have always strived, to keep Bella in perfect condition and at an ideal weight. She has excellent body shape and muscle tone, supported by high-quality, healthy nutrition. Her wellbeing, health, and overall condition have always been our top priority. The father of the puppies, Crosby, is equally impressive. Crosby is in outstanding physical condition, never overweight, strong, and perfectly built for the breed. He is a beautiful, clean, true-to-type Labrador, admired by everyone who has worked with him, including veterinarians. His health, structure, and temperament make him an exceptional sire, and I am confident the puppies will inherit the best qualities from both parents"
https://www.gumtree.com/p/dogs/fox-red-labrador-puppies/1508279709,1508279709,Fox Red Labrador Puppies,"£1,300","Duns, Scottish Borders",Labrador Retriever,Male,6 weeks,in 2 weeks,Yes,Yes,Yes,Yes,No,Yes,Lesley,4 days ago,"Beautiful puppies will be ready to leave beginning of February. These will make fabulous pets. Raised in the home they will be confident well socialised. KC registered, 1st Vaccination, Microchipped, 5 weeks insurance, wormed to date and vet checked before leaving along with premium puppy food. Mum can be viewed alongside her puppies. Update only boys available"
https://www.gumtree.com/p/dogs/female-lurcher-cross-/1508526287,1508526287,Female lurcher cross,£100,"Spalding, Lincolnshire",Lurcher,Female,2 years,Now,Yes,Yes,No,No,No,Yes,Elizabeth,5 days ago,"*posting on behalf of family member* due to personal circumstances I’m having to rehome my 2 year old female lurcher cross. Absolutely lovely with children, she’s been brought up with children from them being newborn. She can sometimes be quite bouncy and energetic so she does need someone who can either give her long walks or somewhere to run but this is expected with the breed she is. She can do basic commands sit, down, paw, side, bed etc. she’s fully house trained. She is going through a tendency to pull on the lead at the minute which she never used to do but with basic persistent training she’d be out of it in no time. She’s an absolute breeze to train with and catches onto new command easy and absolutely loves it. She’s great with other dogs but isn’t a fan of cats. Looking for £100 just so she isn’t going to anyone but would be open to any offerers for the right person as her going to a good loving home is more important. She’s chipped and up to date with her vaccinations, flea and worming. Thank you ☺️"
https://www.gumtree.com/p/dogs/blue-merle-lurcher/1508525061,1508525061,Blue merle lurcher,£600,"Hetton-le-Hole, Tyne and Wear",Lurcher,Male,6 months,Now,Yes,No,No,Yes,No,Yes,Jarred,3 days ago,"5 1/2 months old, blue/champange merle, dads merle (see last photo) toilet trained, sits, lays down. Lovely happy dog, unfortunately owner is having health problems and feels he’s not getting the attention that’s fair for him and hopes there’s a family that can have all the time for him. Has been around children is okay."
https://www.gumtree.com/p/dogs/lurcher-puppies-/1508207384,1508207384,Lurcher puppies,£400,"Coppull, Lancashire",Lurcher,Mixed Litter,9 weeks,Now,Yes,No,No,No,No,Yes,ian lowton,15 days ago,Beautiful lurcher pups 2 bitches and 3 males Ready now Will be wormed and flea treated. Also will be microchipped on collection. Mum and dad can be seen. Must go to good homes. Bitches £400 dogs £300. Viewing is welcome and encouraged. Deposit of £100
https://www.gumtree.com/p/dogs/maltese-puppies-for-sale/1508469192,1508469192,Maltese puppies for sale,"£1,250","Canvey Island, Essex",Maltese,Mixed Litter,4 weeks,in 5 weeks,Yes,Yes,No,Yes,No,Yes,Sharon,2 days ago,"My beautiful girl has given birth on 23/12/25 to six adorable puppies 4 girls 2 boys they will be ready to leave for their new homes February 19 they will be microchipped, first Vaccination wormed and flea treated. They are raised in the home happy beautiful contented babies. One boy and one girl have already been reserved. Mum can be seen here with pups, Dad is from a registered breeders fully certificated he is smaller than my little girl so these puppies will be small"
https://www.gumtree.com/p/dogs/maltese-x-terrier-pups-3-boys-1-girl/1508328066,1508328066,Maltese x Terrier pups 2 boys 1 girl,"£1,000","Bishopbriggs, Glasgow",Maltese,Mixed Litter,4 weeks,in 4 weeks,Yes,Yes,No,Yes,No,Yes,Pamela,5 days ago,"Hi Our beautiful girl had a litter of 5, 2 have been reserved. 2x black and white boys 1x all white girl looking for their forever home. We have both mother and father who your welcome to see upon visiting. Mother is terrier x maltese and father maltese. These dogs are perfect family dogs and great around children. Each pup will come with both vaccines, health checks, flea and wormed and micro chipped. If you would like any further information , please dont hesitate to ask any questions."
https://www.gumtree.com/p/dogs/maltese-x-/1508520735,1508520735,Frenchie x maltese,"£1,250","Borrowstounness, Falkirk",Maltese,Mixed Litter,2 weeks,in 6 weeks,Yes,No,No,Yes,No,Yes,lorna,1 week ago,"Lola ( Maltese ) has given birth to 6 beautiful puppies . 4 girls and 2 boys. She is an amazing mum tending to their every need , with the sweetest nature Dad is a purebred French bulldog Pups will be available to view when suits , will also send weekly photos and videos until then Pups are ready to leave 26/2 Will be Vet checked Dewormed Microchipped 200 non refundable deposit to secure puppy"
https://www.gumtree.com/p/dogs/male-maltese-for-sale/1508500789,1508500789,Male maltese for sale,£800,London,Maltese,Male,7 months,Now,Yes,Yes,No,Yes,No,Yes,Sooklam,1 week ago,"Beautiful male Maltese dog named Cloud, born on 10 June 2025. He is a small, white, fluffy dog with a gentle and affectionate nature. Cloud is playful, alert, and enjoys human company. He is suitable for a loving home where he will receive attention and care. Maltese dogs are known for being loyal, intelligent, and good family companions. He is: Male Born: 10 June 2025 Breed: Maltese Bichon Friendly and playful Raised in a home environment Selling due to personal circumstances. Looking for a responsible and caring owner only. Please message for more information or to arrange a viewing. Serious enquiries only."
